Page,,Amount,Taxes,Cost Total,,,Value,Cost,Paid,Remaining,Pending,Payment
40,Wal-Mart - 9/21/2023,,,,,,,,,,,
40,Orig. Desc. - Hand mixer,,,,,,,,,,,
40,"844, Kalorik 3.2 Quart Air Feyer with",$85.86,405 $89.91,Avg 20y,$13.49,$76.42,,$0.00,$13.49,$0.0,,
40,Non-Stick Basket end Trivet FT 46688,,,,,,,,,,,
40,"BK,",,,,,,,,,,,
40,Home Depot - 9/26/2023,,,,,,,,,,,
40,Orig. Desc. - Meat grinder,,,,,,,,,,,
40,845. Coffee French Press,,462 $102.58,8 y/ Above Avg. /I0y,$49.24,$53.34,,$0.00,$9.24,$0.00,,
40,Orig. Desc. - Jar blender,,,,,,,,,,,
40,,,,,|,,,,,,,
40,"846, Waffle maker 1.00 EA",$45.00,$2.12 M712,OS,$2.6,,,$0.00,$2.36,$0.00,,
40,847. Collee - Brewer / Maker 1.00 EA,$55.00,92.59 $57.59,Avg,$28.80,$28.79,,$0.00,$28.80,$0.00,,
40,Orig. Desc. - Coffee Percolator / Um - Electric,,,,,,,,,,,
40,$48. Keurig® K-Supreme Single Serve,,$6.55 $145.55,,$14.%,$130.99,,$0.00,$14.56,$0.00,,
40,K-Cup Pod Coffee MultiStream,,,,,,,,,,,
40,"Technology Gray, 6047966",,,,,,,,,,,
40,Wal-Mart - 7/19/2023 Last known price,,,,,,,,,,,
40,Orig. Desc. - Coffee - Keurig K Supreme Single,,,,,,,,,,,
40,"2-slice Toaster Oster, 1.00",EA $39.99,S188,Syl Ave.,,9931,,$0.0,$12.56,50.00,,
40,TSSTICSBBK,,,,,,,,,,,
40,Wayfair - 9/19/2023,,,,,,,,,,,
40,Orig. Desc. - Toaster Conventional,,,,,,,,,,,
40,850. Toaster Oven Broiler With 1.00 EA,$129.98,$6.12 $136.10,3 y/ Above Ave. /10 y,$24.0,,,$0.00,$24.50,$0.00,,
40,"Convection, TOBGON2BKS2",,,,,,,,,,,
40,Wayfair-,,,,,,,,,,,
40,‘The amount of RC Benefits remaining and/or paid is subject,"to policy limitations,",,,,,,,,,,
40,* amount is part of current payment,,,,,,,,,,,
40,© indicates depreciation is non-recoverable,,,,,,,,,,,
40,,,,,,,,,Page:4?,,,
41,,,,,,,,,,,,Si
41,,,,,,,,,,,,
41,,,,,,,,,,0),si pied,so/pue
41,,,,,,,,,,,,
41,,,,,,,,,,,,
41,wes,,,,,,,,IS,,Va 001,
41,wes,,wos,,,wis,,,Uw,,,
41,,,,,Seals,,,,,,,
41,wes,res,,,,re,,,,,,
41,000s,,,,,,,,ets,,,
41,,,wos,,68'61S,,,028,,,YA OL,
41,,,,,,,,,,|,,
41,wes,,,,,,Say Kar,,,,,
41,oes,1675,aes,,,,Bay,,,,,/
41,,65,wos,,,,OU Say,,,,¥I02,
41,,,,,,,|,,,7,,
41,,,wes,,,Ns,,,,,,
41,000s,,oes,,,,,,,coos,,
41,,,00'0S,,,,Koy Bay Ag,,,,,
41,,,0s,,,,,,9C7S,,,
41,,,,,,,,,7608,,,-
41,(00S,,,,,,,,$308,,001,
41,(00S,,,,,,,,,,,
41,,,,,,,,,,,,-
41,wes,,,,,,,,6608,,,
41,W005,(S865,,,£968,,,HBS,LIS,6656,,-
41,00S,,00'0S,,,Of,day,OL HOS,,66.665,,
41,,,00s,,59965,,,,S78,COSLIS,,
41,,,00'S,,,,day kp,,lo'vs,,,
41,,,,,,,,,,,,UAAQ
41,Ry,,preg,180),,,,,,,,
41,,,,[eapy,,,,,,,,
42,,,,,,,,,,,,
42,,,,,,,,,,,,yaumno
42,,,,,,,,,,0),yoafqns si pred,soppue
42,,,,,,,,,aS,,,
42,,,,SCEIS,,hoy Bay,,,,,,
42,,,wos,9218,,,,,iS,,va 007,
42,wes,£055,,,,Gay |,,,,,,
42,,SUS,,,,Agu Bay,,,YAY,,,
42,,,wes,,,Agy Bay,,,,,,
42,,,,,,,,,,SEES,,
42,,,,,,,,,,,,
42,,,,,,,,,,,,ISP]
42,W005,,,,,Kou,188,,,,,
42,,,,7602S,,,,,ils,,,
42,,,Os,,,,,,0s,,,
42,W's,7605,oes,,,‘Gay,,,1605,,,
42,wes,,,,,,,,,,00!,
42,wes,,0005,,,Agy Bay,,,$906,Osis,,
42,,,,,,,,,,,,/
42,wos,,,,,Agus Say,,,6605,,,PUD
42,,,,,,Say,,,,,¥I02,
42,,,,,,,,,,WOES,,
42,,,,,,Bay,,,,Mors,,
42,,,,,,,,,,,,
42,00s,,anes,,Wins,,,,,,,128
42,,,,,,,,,,,,
42,,,,,$6 075°,Aol,,,,,,-
42,,,pre,,,,,380°),,yunowy,,
42,,,,,$57],,,,,,,
43,,,,,,,,,,——y,,
43,Description Estimate,,Replacement,,Less,Cash,,,Estimated,,,
43,Amount,Taxes,Cost Total,,Depreciation,Value,Cost wiTax,Paid,Remaining,Pending,Payment,
43,892. Whisk / wire whisk 2.00 BA $30.00,,$31.41 2,Ave. 20y,$3.14,98.27,,$0.00,$3.14,,,
43,893. Pasta fork $12.00,,$12.57,Ave.,,$9.43,,$0.00,$3.14,,,
43,894. Tongs 3.00 EA $45.00,,,Avg. 20y,,$35.34,,$0.00,$11.78,,,
43,"895, Mixing bowl - Set (2-4) $75.00",$3.53,$78.53,Sy! Avg. 20 y,$19.63,$58.90,,$0.00,$19.63,,$0.00,
43,896. Colander / strainer $32.00,$1.5],$33.51,lyfAvg,,$30.16,,$0.00,$3.35,,$0.00,
43,897. Dish rack / rack 1.00 EA $26.00,$1.23,$2723,y/ Avg.,02,27.01,,$0.00,$0.22,,$0.00,
43,PERISHABLE/NON-PERISHABLE & CLEANING SUPPLIES,,,,,,,,,,,
43,898. Assorted Wines and liquor,$2120,,Dy,0.0,$471.20,,$0.00,§0.00,,50.00,
43,Orig. Desc. - Food goods - Unprepared - Enter Price,,,,,,,,,,,
43,899. Food goods - Refrigerator 30.00 EA $249.90,$1.78,$261.68,yf Avg. Ay,$0.0,$261.68,,$0.00,$0.00,,$0.00,
43,Orig. Desc. - Food goods - Unprepared - Enter Price,,,,,,,,,,,
43,900. Food goods - Freezer Food 15.00 EA $150.00,$7.07,$157.07 ODS,yl Dy,,$157.07,,$0.00,$0.00,,$0.00,
43,Orig. Desc. - Food goods - Unprepared - Enter Price,,,,,,,,,,,
43,goods - Unprepared - Baking 7.00 EA $50.05,$2.36,$52.41,y/ Avg. Dy,50.0,$52.41,,$0.00,$0.00,,$0.00,
43,Orig. Desc. - Food goods - Unprepared - Enter Price,,,,,,,,,,,
43,902. Food goods - Unprepared - Boxed 3.00 EA sum,SLD,$25.13,Dy,,$25.13,,$0.00,$0.00,,$0.0,
43,Orig. Desc. - Food poods - - Enter Price |,,,|,,,,,,,,
43,903. Food - Unprepared - Canned 5.00 EA $30.00,,,dy,$0.00,S141,,$0.00,$0.00,,$0.00,
43,Goods,,,,,,,,,,,
43,Desc. - Food goods - Unprepared - Enter Price,,,,,,,,,,,
43,"904, Food goods - Unprepared - Assorted",$1.65,$36.65,yl Avg.,50.00,$36.65,,$0.00,$0.00,,$0.00,
43,Spices,,,,,,,,,,,
43,Orig. Desc. - Food goods - Unprepared - Enter Price |,,,,,,,,,,,
43,"905. Food Assorted ils, Sprays $75.00",,,Ave. By,SAAS,$74.08,,$0.00,$445,,$0.00,
43,Ong. Dese. - Non-prescription medication/medicine/ Vitamin - price,,,,,,,,,,,
43,906. Non-prescription,$6.79,$150.79 O.25,By,$12.57,$138.22,,$0.00,$12.57,,$0.00,
43,- Enter,,,,,,,,,,,
43,price,,,,,,,,,,,
43,"907, Non - prescription Supplements 8.00 EA $316.24",$14.90,$331.14 O25,y/ Dy,$0.0,$331.14,,$0.00,$0.00,,$0.00,
43,Orig. Desc. - Non-perishable unopened clearing supplies - Enter price,,,,,,,,,,,
43,908. Non-perishable unopened cleaning 9.00 EA $135.18,$637,O25,,,$341.55,,$0.00,$0.00,,$0.0,
43,supplies,,,,,,,,,,,
43,"Orig. Desc, - Non-perishable paper / plastic products - Enter price",,,,,,,,,,,
43,* The amount of RC Benefits remaining and/or paid is subject to policy limitations.,,,,,,,,,,,
43,* amount is part of current payment,,,,,,,,,,,
43,© indicates depreciation is non-recoverable,,,,,,,,,,,
44,,,,,,,,Actual,,,,
44,,Estimate,,Replacement,,Less,Actual Cash,Replacement,,Estimated,,
44,,Amount,Taxes,Cost Total,Life,,Value,Cost,Paid,Remaining Pending,Payment,
44,$09. Broom 2.00,BA $36.00,$1.20,$37.70,Ave,$7.54,$30.16,,$0.00,91.4,$0.00,
44,910. Mop,$20.0,$0.94,$20.94,Avg. Oy,4.19,$16.75,,$0.00,$4.19,$0.00,
44,911. Cleaning bucket 1.00EA,$.00,$038,,2yl Ave,51.68,$6.70,,$0.00,$1.68,$0.0,
44,912. Dustpan 1.00,EA $14.00,$0.66,$14.66,Ave. Oy,2.93,$11.23,,$0.00,§2.93,$0.00,
44,913. Fire Extinguisher,$29.98,,$31.39,Syl Avg. 20y,$7.85,,,$0.00,$7.85,9.0,
44,Subtotals,"$7,164.37",$337.58,"$7,501.95",,"$1,39.0","$5,262.05",$0.00,$0.00,"$2,239.90",$0.00,
44,Downstairs Studio - Edith - DS,,,,,,,,,,,
44,Bathroom-Edith,,,,,,,,,,,
44,FURNITURE,,,,,,,,,,,
44,"COVERAGE B - PERSONAL PROPERTY - FIRE, LIGHTNING, &",REMOVAL,,,,,,,,,,
44,"914, Bathroom space saver",$19.9,$0.94,$20.93,Ave. 20y,$7.33,$13.60,,$0.00,$733,$0.0,
44,Orig. - Towel stand,,,,,,,,,,,
44,915. SereneLife Wooden Bath Towel 1.00,EA $79.9,$3.77,$83.76 2 0.25,y/ Avg.,2.9,$167,,$0.00,§2.09,,
44,Ladder Rack with Drying Bar Storage,,,,,,,,,,,
44,Holder and Hamper Basket - Wal,,,,,,,,,,,
44,Amazon on Amazon.com - 10/1/2023,,,,,,,,,,,
44,Orig. Desc. - towel stand ladder style,,,,,,,,,,,
44,916. Towel warmer 1.00,EA,$7.59,O25,y/,AN,$164.37,,$0.00,$422,$0.0,
44,"917. Manastin 3.2 Cu, Fi Mini Fridge 1.0",EA $119.98,$5.65,$125.63,Tyl /ldy,$62.82,,,$0.00,$62.82,$0.0,
44,"with Freezer for Bedroom, Dorm,",,,,,,,,,,,
44,"Office, Energy Star Compact Ref",,,,,,,,,,,
44,Amazon on Amazon.com - 10/1/2023,,,,,,,,,,,
44,Orig. Desc. - Bathroom spacesaver,,,,,,,,,,,
44,"918. Towel Stand, MJ IBOSSTHDS4R 2.00",EA $139.98,$5.60,$146.38,Avg.,$3.91,$102.61,,$0.00,$43.97,50.00,
44,- 9/19/2023,,,,,,,,,,,
44,Orig. - Towel Stand,,,,,,,,,,,
44,919. Step stool 1.00,EA 540.00,$1.88,$41.88,Avg. 2Oy,$2.08,$39.79,,$0.00,$2.09,$0.00,
44,,|,,,,,,,,,,
44,CURTAINS/DRAPES,,,,,,,,,,,
44,920. Window valance 2.00,EA 344.00,$2.07,$46.07,Syl Ave Oy,$23.4,$23.03,,$0.00,923.04,$0.00,
44,921. Arched Mirror 1.00,EA $65.99,$3.11,$69.10,yl Avg,$55.28,$13.82,,$0.00,$55.28,$0.00,
44,24°x36° Gold Arch Wall Mirror for,=,,,,,,,,,,
44,Bathroom Living Room Bedroom Wall,,,,,,,,,,,
44,De,,,,,,,,,,,
44,Amazon on Amazon.com - 10/7/2023,,,,,,,,,,,
44,‘The amount of RC Benefits remaining and/or paid is,subject to policy limitations.,,,,,,,,,,
44,* amount is part of current payment,,,,,,,,,,,
44,© indicates depreciation is non-recoverable,,,,,,,,,,,
44,5154K577),,,,,,,,,Page:46,,
45,,,,,,,,,——,,,
45,,,,,,,Actual,,,,,
45,Deseription,Estimate,Replacement,,Less,ActualCash,Replacement,,Estimated,,,
45,,Amount,Taxes Cost Total,e/ Cond. / Life,reciztion,Value,Cost wiTax,Paid,Remaining Pending,Payment,,
45,Orig. - Arch-Crowned Wall Decorative Mirror - $0 x 80,"cm, WALLMIRROR",,,,,,,,,,
45,"922, Emark Decorative Ledge Shelf,",$104.98,$495 $109.93,=,$87.94,21.59,,$0.00,$87.94,,,
45,03WD42102368,,,,,,,,,,,
45,Bed Bath & Beyond - 9/17/2023,,,,,,,,,,,
45,Orig. Decorative shelf,,,,,,,,,,,
45,923. Beige Linen Curtains 84 Inches 2.00,EA $57.98,$60.71,Avg.,$12.15,,,$0.00,$12.15,$0.00,,
45,Long for Living Room Bedroom Natural,,,,,,,,,,,
45,Flax Linen Textured Curtain,,,,,,,,,,,
45,Amazon on Amazon.com - 10/7/2023,,,,,,,,,,,
45,Orig Window drapes,,,,,,,,,,,
45,WALL ART/DECOR,,,,,,,,,,,
45,924. Wall decor 2.00,EA $90.00,$424 $94.24,Ave.,$18.85,$1539,,$0.00,$18.85,$0.00,,
45,DECORATIVE ITEMS/ACCENTS,,,,,,,,,,,
45,"925, Hamper Laundry 200",EA $80.00,$8.77,Ave,516.75,$6702,,$0.00,$16.75,$0.00,,
45,926. Toilet paper holder - Portable,$12.9,$0.61 $13.60,2y/ Ave.,2.2,$1088,,$0.00,$2.72,50.0,,
45,"927, Shower/ Bath caddy",$79.%,$83.73,ily,$16.74,$66.99,,$000,$16.74,$0.00,,
45,"928, Wastebasket / garbage / trash can",$6.00,$028 $628,,,$440,,$0.00,$188,$000,,
45,929. Cotton Bath accessory,,9207,ive,$1382,$32.25,,$0.00,$13.82,$0.00,,
45,930. Toothbrush holder 1.00,EA $15.00,$0.71 $i5.71,Ave. HOy,$7.86,$785,,$0.0,$7.36,$0.00,,
45,931. Soap f lotion pump,$25.00,$118,,$5.24,,,$0.00,$524,90.00,,
45,932. Candles,$60.0,$2.83 $6283,O33 Oy,207,$0.76,,$0.0,2.07,$0.00,,
45,"933, Sumnacon Glass Mosaic Tissue Box 1.00",EA $27.9,$132 $2931,Avg.,$23.45,$5.86,,$0.00,93.45,$0.00,,
45,Cover - Gorgeous Square Tissue Box,,,,,,,,,,,
45,"with Open Bottom, Shiny Cub",,,,,,,,,,,
45,Amazon on Amazon.com - 10/10/2023,,,,,,,,,,,
45,Orig. Des. holder,,,,,,,,,,,
45,"934, bow",,236,fly,$504,,,$0.00,$5.24,$0.00,,
45,LINENS,,,,,,,,,,,
45,935. Campet / Rug - Bathroom 2.00,EA $10.0,$0.94,Avg. /I0y,2.09,$18.85,,$0.00,$2.09,$0.00,,
45,936. Washcloth LEA,$9.00,$0.42 $942,yAvp. Sy,032,$9.10,,$0.00,$932,0.0,,
45,937. Hand towel 7.0,EA $56.00 |,$58.64,0.5 Avg.,$5.86,$52.78,,$0.00,$5.86,$0.00,,
45,938. Bath towel AEA,,,I,520.94,,,$000,920.94,$0.00,,
45,"939, Shower curtain 1.0",EA $22.00,$1.4 $23.04,| yf Above Avg.,$1.38,$21.66,,$0.00,$1.38,$0.0,,
45,* The amount of RC Benefits rematning and/or paid is,subject to policy limitations.,,,,,,,,,,
45,* amount is part of current payment,,,,,,,,,,,
45,© indicates depreciation is non-recoverable,,,,,,,,,,,
45,,,,,,,,,Page:4?,,,
46,,,,,,,,,,,,
46,,,,,,,,,,,,
46,,,,,,,,,,,,si pred
46,,,,,,,,,,,,(zoud
46,,,,00S,,,koro,,,,,08
46,,,,,,,Say A,,,,,VI O07
46,005,,,,,,,,,,,
46,wes,,2070,,1022s,,,,,8618,,(coud
46,,,1062S,,,,,,,,,
46,wes,,,,,,Bay,,,ses,LOLS,
46,nes,,,,,,,,,,,
46,wes,,,,,,Bay,,,,,
46,,,,,,,,,,,,
46,,,,,,,,,,,,
46,,,,,,,,,,,,
46,,,,,,,,,,,,‘dung
46,,,77S,os,38,,,,,SFOS,,
46,,,,,,1S-,Bay anogy,,,,,
46,,,£0SS,,,,Kou Bay,,,,,
46,,,,,,66 125°,Agu Bay,,,,,001
46,0005,,87%,,,,Key Bay,,,,,001
46,,,,,LTRS,,,,,,,
46,,,81°975,00'0S,,,,,,,,
46,00S,,OL'LES,,,,Agcy Bay,,,,,
46,wes,,,wos,,,Bay,,,,,
46,wes,,,0s,,,Agr Bay anoqy,OL,,,66.665,
46,,,,wos,LTOEIS,,,,,0998,,¥I007
46,,,,,,,,,,,,
46,,,,wos,,WIS:,,,,,,
46,,,,,,,guy Bay anogy hz,,,$9'1S,,¥I001
46,,,,,,,,,,,,
46,,,,00s,,,,,,808,,
46,wes,,{StS,,,iS,Agu Bay jh,,,,,VI001
46,,,,pied,,,,[BO],180.),,,hi
46,,,,,MY,,,,,,,
46,,Lm,,—,,,,,,,,
47,,,,,,,,——,,"——,",,
47,,Estimate,Replacement,,Less,Actual Cash,,,Estimated,,,
47,,Amount,Taxes Cost Total,e/Cond./Life,,Value,Cost wiTax,Paid,Remaining,Pending,Payment,
47,963. Makeup - facemask (enter price) 2.00,EA 543.50,$205 A555,yl Avg,$1139,$34.16,,$0.00,$1139,,$0.00,
47,964. Makeun - hair products (enter price) 10.00,EA 3453.40,$21.36 474.16,Avg,$23.74,$451.02,,50.00,923.14,,$0.0,
47,965. Cosmetic bag / vanity / toiletry case 3.00,EA $69.99,$330 $13.29,Ave. 20y,9133,$65.96,,$0.00,$733,,$0.00,
47,966. Blood pressure monitor / meter 1.00,EA 540.00,$1.88,I y/ Above Avg.,251,$3937,,$0.00,951,,$0.00,
47,967. Supporter / brace,$30.46,$1.4 $31.90,| y/ Above Avg.,$1.92,$29.98,,$0.00,$192,,$0.00,
47,968. First aid kit,$28.00,$1.32 $2932,Avg,$8.80,20.52,,$0.00,$8.80,,$0.00,
47,969. Pill organizer / holder,$14.98,$0.71 $15.69,3 Above Avg. /I0y,,$12.86,,$0.00,§2.83,,$0.00,
47,970. Prescription glasses (Frames only),$t31.92,$6.22 $138.14,"7 Above Avg, /10 y",$58.02,$80.12,,$0.00,$58.02,,$0.00,
47,"971, Reading glasses",$17.00,$0.80 $17.80,1 Above Avg. /10y,$1.07,$16.73,,$0.00,$1.07,,$0.00,
47,972. Eyeplass carrying case 2.00,EA $35.48,$1.67 $37.15,yf Above Avg. /I0y,2.3,$34.92,,$0.00,§2.23,,$0.00,
47,973. Non-perishable paper / plastic 3.00,EA $44.97,$2.12 447.09,yl Ave. Dy,,$47.09,,$0.00,$0.00,,$0.00,
47,products - Enter price,,,,,,,,,,,
47,"974, Medication",,,,,DUPLICATE,,$0.00,$0.00,,$0.00,
47,Amazon on Amazon.com - 10/10/2023,,,,,,,,,,,
47,975. Non-presctiption,$65.00,$3.06 $68.06,By,$5.68,$6238,,$0.00,$5.68,,$0.00,
47,medication/medicine/Vitemin - Enter,,,,,,,,,,,
47,price,,,,,,,,,,,
47,Onig. - Non Prescription Vitamin,,,,,,,,,,,
47,"976, Cayzor Facial Hair Removal for",2755,$1.30 $28.85,Avg.,$53.71,$23.08,,$0.00,$5.77,,$0.00,
47,Women - Wet/Dry Bikini,,,,,,,,,,,
47,Trimmer Cordless Waterpro,,,,,,,,,,,
47,Amazon on - 10/10/2023,,,,,,,,,,,
47,"977. Philips Norelco Electric Shavers,",$36.89,$1.74 $38.63,Avg,$11.89,,,$0.00,,,$0.00,
47,Office Depot & Office Max,,,,,,,,,,,
47,CLEANING SUPPLIES,,,,,,,,,,,
47,978. Plunger - Toilet,$t4.55,$0.69 $15.24,Avg.,$1.83,$13.71,,$0.00,$1.53,,8.00,
47,"979, Toilet brush 1.00",EA $10.00,$0.47 $0.47,I yf Avg.,$1.05,$9.42,,$0.00,$1.05,,$0.00,
47,980. Cleaning buckel,$40.00,$1.8 $41.88,I,419,,,$0.00,$4.19,,$0.00,
47,981. Cleaning supplies,93700,$74 $3874,/I0y,$3.87,$3487,,$0.00,$3.87,,$0.00,
47,Subtotals,"$4,470.% |","$210.65 $4,681.21",,"$1,225.78","$3,455.43",$0.00,$0.00,"$1,225.78",,$0.00,
47,Downstairs Studio - Edith - DS,,,,,,,,,,,
47,Bedroom-Edith,,,,,,,,,,,
47,FURNITURE,,,,,,,,,,,
47,‘The amount of RC Benefits remaining and/or patd is,subject to policy limitations.,,,,,,,,,,
47,* amount is part of current payment,,,,,,,,,,,
47,© indicates depreciation is non-recoverable,,,,,,,,,,,
48,vv,,,,,,,,,,,
48,,,,,,,,,,rm,,
48,,,,,,,,,Actual,,,
48,Description,,Estimate,,Replacement,,Less,Actual Cash,Replacement,,Estimated,
48,,,Amount,Taxes,Cost Total Age/,Cond. | Life,recietion,Value,Cost,Paid,Remainin Pendi,Pa nt
48,QUEEN:,,,,,,,,,,,
48,COVERAGE B - PERSONAL PROPERTY,"- 34 FIRE, LIGHTNING, & REMOVAL",,,,,,,,,,
48,982. Complete bed - Queen,-,,$405.14,"$9,003.14",Gy! Ave. 20y,,"$6,302.20",,$0.00,"$2,700.94",$0.00
48,Price source for line 982 is,"$8,598 in doc dated 11/1",,,,,,,,,,
48,Orig. Desc. - Complete bed,- Queen,,,,,,,,,,
48,983. Mattress - Queen,,,,,,,NOT,,$0.00,$0.00,$0.00
48,,,,,,,,CLAIMING,,,,
48,984. Mattress / Boxspring,set - Queen,,,,,,NOT,,$0.00,9.00,$0.00
48,,,,,,,,CLAIMING,,,,
48,Doc 9/30 Proof of Purchase,Docs for lines 984 and 985 - REVIEWED,,,,,,,,,,
48,985. adjustable bed frame,,,,,,,NOT,,$0.00,,$0.0
48,,,,,,,,CLAIMING,,,,
48,Doc 9/30 Proof of Purchase,Docs for lines 984 and 985 - REVIEWED,,,,,,,,,,
48,986. Bed sheet set - Queen,,,$16.96,$376.96,Avp Sy,,$75.39,,$0.00,$301.57,$0.00
48,"987, antique",,$619.00,,$648.17 59,y/ Avg. 20y,$518.54,$129.63,,$0.00,$518.54,$0.00
48,"988, wood dresser",,,$11.78,$261.78 12,y/ 20y,$157.07,5104.71,,$0.00,$157.07,$0.00
48,989. chest of drawers,1.00 EA,$225.00,,$235.60,"Avg, 20y",$94.24,,,$0.00,,$0.00
48,"990, Nightstand",200EA,,,$314.14,Avg. 20y,,$219.90,,$0.00,$94.24,$0.00
48,991. Floor mirror,1.00 EA,$200.00,$9.42,§209.42 lO,20y,$104.71,$104.71,,$0.00,,$0.00
48,992. Wall miror,,$176.00,$8.29,$184.29,Syl Avg.,,$138.22,,$0.0,546.07,50.00
48,993. amnoize,,$200.00,$9.42,$209.42 8,yf Ave,$83.77,$125.65,,$0.00,$83.77,$0.00
48,Ae,LEA,,$10.60,$235.0,Ave.,47.12,$188.48,,$0.00,47.12,
48,DECORATIVE ITEMS/ACCENTS,,,,,,,,,,,
48,"995, Picture frame",,$120.00,$5.65,$125.68,Avg,$37.70,$87.95,,$0.00,$37.70,$0.00
48,"996, Table",200EA,,$839,$186.39,Avg,,574.56,,$0.00,,90.00
48,"997, Shoe tree Rack /",Organizer,,,$32.36 25,yf Ave.,$13.09,$39.27,,$0.00,$13.09,$0.0
48,"998, Wastebasket /",/ trash can,$34.00,$1.60,$35.60 25,/l0y,,,,$0.00,$8.90,$0.00
48,"999, DecorativeStorage",Wicker Basket 1.00 BA,$42.00,$1.98,2.5,yf Avg. y,,$32.98,,50.00,,$0.00
48,"1,000. Display",1.00 EA,$50.00,$2.36,lO,y/ Avg. /I0y,,$10.47,,$0.00,,$0.00
48,"1,001. Candles",,$40.00,$1.88,,Ave. AOy,$8.38,$33.50,,$0.00,$8.38,$0.00
48,“The amount of RC Benefits,remaining and/or paid is subject to policy,"limitations,",,,,,,,,,
48,* amount is part of current,payment,,,,,,,,,,
48,© indicates depreciation is,non-recoverable,,,,,,,,,,
48,,,,,,,,,,,Page:50,
49,,,,,,,,— RC,,,,
49,Description,Estimste,,Replacement,Less,Actual Cash,,,Estimated,,,
49,,Amount,Taxes,Cost /Cond. /,Life,Value,Cost wiTax,Paid,Remaining Pending,Payment,,
49,"1,002. Candle holder / candlestick 2.00",EA $90.00,$4.24,$94.24 dyl Ave.,518.85,$75.39,,$0.00,$18.85,$0.00,,
49,"1,003. Decorative figurine / Statue /",$168.00,$792,$175.92,$17.9,$158.33,,$0.00,$17.59,$0.00,,
49,Sculpture,,,,,,,,,,,
49,"1,004. Pottery",$70.00,$330,$73.30,= S811,221.9,,$0.00,$5131,$0.00,,
49,"1,005. Planter / Flower pot",$24.00,$1.13,$25.13 Avg.,$12.57,$12.56,,$0.00,$12.57,$0.00,,
49,"1,006. plant / flowers",LOOEA $49.00,§231,$5131 Ave,$2052,$30.79,,$0.00,920.52,80.0,,
49,CURTAINS/DRAPES,,,,,,,,,,,
49,"1,007. Window valance",200EA,§2.07,546.07 2yl Ave,$9.21,$36.86,,$0.00,,$0.00,,
49,"1,008. Curtains / drapes",$120.00,$5.65,$125.65 3 yf Avg.,/I0y $37.70,$87.95,,$0.00,$37.70,$0.00,,
49,"1,009. Mattress pad",$90.00,,$94.24 Syl Avg.,Sy $56.54,$37.70,,$0.00,$56.4,$0.00,,
49,"1,010. Mattress protector / Cover",$50.00,$236,$52.36,Sy,$10.47,,$0.00,A189,$0.00,,
49,"1,011. Bed skin",$480.00,§22.62,$502.62 Avg.,By,$100.52,,$0.00,$402.10,50.00,,
49,"1,012. Bedspread",$125.00,$5.89,$130.89 Avg.,$1471,$26.18,,$0.00,,$0.00,,
49,"1,013. Comforter",450.0,$2120,6 Avg.,9282.2,$188.48,,$0.00,$282.72,$0.00,,
49,"1,014. Quilt 1.00",EA $125.00,$5.89,$130.89,. $3272,$98.17,,$0.00,$2.22,$0.00,,
49,LOLS. Duvet cover,$150.00,$7.07,$157.07 Avg.,Sy $62.83,$94.24,,$0.00,$62.83,$0.00,,
49,"1,016, Blanket",$35.00,$1.65,$36.65. yl Avg.,fy,$29.32,,$0.00,933,$0.00,,
49,"1,017. Blanket - Throw",$39.00,51.84,,$6.13,$471,,$0.00,$6.13,$0.00,,
49,"1,018. Electric blanket / throw",$80.00,,"$83.77 4yf Avg,",/I0y $33.51,$50.26,,$0.00,$33.51,$0.00,,
49,"1,019. Decorative / Throw pillows 5.00",BA $170.00,$8.01,$178.01,44.50,$133.51,,$0.00,$450,$0.00,,
49,"1,020. Pillow",,$7.54,yl Avg,$134.03,$33.51,,$0.00,$134.03,$0.00,,
49,"1,021. Pillow case",EA $300.00,$14.14,$314.14 2 yl Avg.,Sy $125.66,$188.48,,$0.00,$125.66,$0.00,,
49,"1,022. Sham",$200.00,$9.42,$200.42 Avg.,/Sy $167.4,,,$0.00,$167.54,$0.00,,
49,"1,023. Massage cushion / pillow",$55.00,$2.59,$57.59 I yf Avg.,/10y $5.76,$51.83,,$0.00,$5.76,80.00,,
49,,|,,,,,,,,,,
49,WALL ARTDECOR,,,,,,,,,,,
49,"1,024. Framed artwork / print 1,00",EA $53.00,$2.50,$55.50 4 Ave,$22.20,$33.30,,$0.00,$22.20,$0.00,,
49,"1,025. Lithograph",$120.00,$5.65,$125.65 6 yf Avg.,/I0y $15.39,$50.26,,$0.00,$75.39,$0.00,,
49,"1,026, Painting - Artwork",1.00EA $138.00,$6.50,$144.50 20 Avg.,Dy -$0.00,$144.50,,$0.00,$0.00,$0.00,,
49,"1,027. Tapestry",$149.00,$7.02,$156.02 14 yl,Avg. Ay,$156.02,,$0.00,$0.00,$0.00,,
49,The amount of RC Benefits remaining and/or paid is,subject to policy limitations.,,,,,,,,,,
49,* amount is part of current payment,,,,,,,,,,,
49,© indicates depreciation is non-recoverable,,,,,,,,,,,
49,5154K577),,,,,,,,,,,
50,,,,,,,Actual,,,,,
50,Description Estimate,,Replacement,,Less,Actual Cash,Replacement,,Estimated,,,
50,Amount,Taxes,Cost Total,Life,reciztion,Value,Cost,Paid,Remaining Pending,Payment,,
50,"1,028. Wall decor 545.00",§2.12,$47.12,Avg. Oy,$28.27,$18.85,,$0.00,928.27,$0.00,,
